customer_id,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference
12028,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12029,No,Without Offers,Smartphone,Wi-Fi,Yes,No
12030,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12031,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12032,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12033,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12034,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
12035,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12036,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12037,Yes,Without Offers,Both,Wi-Fi,Yes,No
12038,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12039,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
12040,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
12041,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12042,No,Without Offers,Desktop,Mobile_Data,No,Yes
12043,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
12044,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12045,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12046,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
12047,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12048,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12049,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12050,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12051,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12052,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12053,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12054,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12055,Yes,Without Offers,Both,Wi-Fi,No,Yes
12056,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12057,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12058,No,Without Offers,Smartphone,Wi-Fi,Yes,No
12059,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12060,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
12061,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12062,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,Yes
12063,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12064,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
12065,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12066,Yes,Without Offers,Both,Fiber_Optic,Yes,No
12067,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12068,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12069,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
12070,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12071,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12072,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12073,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12074,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12075,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12076,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
12077,No,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
12078,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12079,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12080,No,Without Offers,Both,Wi-Fi,Yes,Yes
12081,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
12082,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12083,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12084,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12085,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12086,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12087,Yes,Without Offers,Both,Wi-Fi,Yes,No
12088,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12089,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12090,No,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
12091,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12092,No,Without Offers,Desktop,Fiber_Optic,No,Yes
12093,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
12094,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12095,No,Without Offers,Smartphone,Mobile_Data,Yes,No
12096,Yes,Without Offers,Both,Fiber_Optic,No,Yes
12097,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12098,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
12099,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12100,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12101,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
12102,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12103,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12104,No,Without Offers,Desktop,Wi-Fi,Yes,No
12105,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12106,Yes,Without Offers,Both,Wi-Fi,Yes,No
12107,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12108,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12109,Yes,Without Offers,Both,Wi-Fi,Yes,No
12110,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
12111,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12112,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12113,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
12114,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
12115,No,Without Offers,Smartphone,Mobile_Data,No,Yes
12116,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12117,Yes,Without Offers,Both,Wi-Fi,Yes,Yes
12118,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12119,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12120,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
12121,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12122,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12123,No,Without Offers,Smartphone,Mobile_Data,Yes,No
12124,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12125,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12126,No,Without Offers,Smartphone,Wi-Fi,Yes,Yes
12127,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
12128,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
12129,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes
12130,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
12131,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12132,No,Without Offers,Desktop,Mobile_Data,Yes,No
12133,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12134,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
12135,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12136,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12137,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,Yes
12138,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
12139,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12140,No,Without Offers,Desktop,Mobile_Data,Yes,No
12141,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12142,Yes,Without Offers,Both,Fiber_Optic,Yes,No
12143,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12144,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12145,Yes,Without Offers,Desktop,Fiber_Optic,Yes,Yes
12146,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12147,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12148,No,Without Offers,Desktop,Mobile_Data,No,Yes
12149,No,Without Offers,Desktop,Fiber_Optic,No,Yes
12150,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12151,No,Without Offers,Desktop,Wi-Fi,Yes,No
12152,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
12153,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12154,Yes,Without Offers,Both,Wi-Fi,No,Yes
12155,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12156,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12157,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12158,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12159,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
12160,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
12161,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12162,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
12163,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12164,Yes,Without Offers,Both,Fiber_Optic,No,Yes
12165,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
12166,No,Without Offers,Smartphone,Mobile_Data,No,Yes
12167,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12168,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
12169,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes
12170,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12171,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12172,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12173,No,Without Offers,Smartphone,Mobile_Data,No,Yes
12174,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12175,No,Without Offers,Desktop,Wi-Fi,No,Yes
12176,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12177,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12178,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
12179,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes
12180,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12181,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12182,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
12183,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12184,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12185,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12186,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12187,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12188,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12189,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,Yes
12190,No,Without Offers,Smartphone,Wi-Fi,Yes,No
12191,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12192,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
12193,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12194,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12195,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,Yes
12196,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12197,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12198,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12199,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes
12200,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12201,No,Without Offers,Desktop,Wi-Fi,Yes,No
12202,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12203,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12204,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12205,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12206,Yes,Without Offers,Both,Wi-Fi,Yes,Yes
12207,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
12208,No,Without Offers,Desktop,Fiber_Optic,No,Yes
12209,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
12210,No,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
12211,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12212,No,Without Offers,Both,Fiber_Optic,Yes,No
12213,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12214,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12215,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12216,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12217,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12218,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12219,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12220,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12221,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
12222,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12223,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12224,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
12225,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12226,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12227,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
12228,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
12229,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12230,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12231,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12232,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
12233,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12234,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12235,No,Without Offers,Desktop,Mobile_Data,No,Yes
12236,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12237,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12238,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12239,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12240,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12241,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12242,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12243,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12244,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12245,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
12246,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12247,No,Without Offers,Both,Mobile_Data,Yes,Yes
12248,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12249,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12250,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12251,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12252,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12253,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12254,Yes,Without Offers,Desktop,Fiber_Optic,Yes,Yes
12255,No,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
12256,No,Without Offers,Smartphone,Wi-Fi,Yes,No
12257,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12258,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12259,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12260,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12261,No,Without Offers,Desktop,Wi-Fi,No,Yes
12262,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12263,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12264,No,Without Offers,Desktop,Wi-Fi,No,Yes
12265,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12266,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12267,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12268,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12269,No,Without Offers,Desktop,Wi-Fi,Yes,No
12270,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
12271,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
12272,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12273,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes
12274,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
12275,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12276,Yes,Without Offers,Both,Fiber_Optic,Yes,No
12277,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12278,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12279,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12280,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12281,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12282,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
12283,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12284,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12285,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
12286,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12287,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
12288,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12289,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12290,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12291,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12292,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12293,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12294,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
12295,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12296,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
12297,No,Without Offers,Smartphone,Mobile_Data,No,Yes
12298,No,Without Offers,Desktop,Wi-Fi,No,Yes
12299,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
12300,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
12301,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
12302,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12303,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12304,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
12305,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12306,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12307,No,Without Offers,Both,Fiber_Optic,No,Yes
12308,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12309,No,Without Offers,Desktop,Wi-Fi,Yes,No
12310,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12311,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
12312,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
12313,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12314,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
12315,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12316,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12317,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
12318,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12319,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12320,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12321,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
12322,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12323,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
12324,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12325,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
12326,No,Without Offers,Desktop,Fiber_Optic,Yes,No
12327,No,Without Offers,Desktop,Wi-Fi,Yes,No
12328,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12329,Yes,Without Offers,Both,Wi-Fi,No,Yes
12330,Yes,Without Offers,Desktop,Wi-Fi,Yes,Yes
12331,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12332,No,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
12333,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12334,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
12335,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12336,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
12337,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12338,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
12339,No,Without Offers,Both,Wi-Fi,Yes,Yes
12340,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12341,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12342,No,Without Offers,Desktop,Wi-Fi,Yes,Yes
12343,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12344,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12345,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12346,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12347,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12348,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
12349,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12350,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
12351,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12352,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12353,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
12354,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
12355,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12356,No,Without Offers,Desktop,Mobile_Data,Yes,No
12357,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
12358,No,Without Offers,Desktop,Mobile_Data,No,Yes
12359,Yes,Without Offers,Desktop,Wi-Fi,Yes,Yes
12360,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12361,No,Without Offers,Desktop,Wi-Fi,Yes,No
12362,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
12363,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12364,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
12365,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12366,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12367,No,Without Offers,Desktop,Mobile_Data,No,Yes
12368,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
12369,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,Yes
12370,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12371,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12372,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12373,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
12374,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
12375,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12376,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12377,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12378,Yes,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
12379,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12380,No,Without Offers,Smartphone,Mobile_Data,Yes,No
12381,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
12382,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
12383,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12384,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12385,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12386,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
12387,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
12388,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12389,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
12390,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12391,No,Without Offers,Both,Mobile_Data,Yes,No
12392,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12393,No,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
12394,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12395,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
12396,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,Yes
12397,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
12398,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12399,No,Without Offers,Desktop,Wi-Fi,No,Yes
12400,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
12401,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
12402,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
12403,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12404,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12405,Yes,Without Offers,Both,Wi-Fi,No,Yes
12406,No,Without Offers,Desktop,Wi-Fi,Yes,No
12407,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12408,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
